Timestamp(ms),GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ
34177,-0.09,0.00,-0.01,-0.44,-0.10,9.78
34182,-0.08,-0.03,-0.00,-0.42,-0.02,9.93
34187,-0.07,-0.06,0.01,-0.32,0.00,9.98
34192,-0.05,-0.08,0.01,-0.25,0.02,9.93
34197,-0.01,-0.11,0.01,-0.09,0.01,9.82
34202,0.04,-0.14,0.03,-0.09,0.01,10.10
34207,0.08,-0.14,0.01,-0.33,0.31,10.07
34212,0.13,-0.15,0.00,-0.22,0.24,10.14
34217,0.15,-0.15,0.01,-0.23,0.24,10.22
34222,0.15,-0.17,0.01,-0.29,0.19,10.17
34227,0.16,-0.17,0.01,-0.23,0.10,10.06
34232,0.17,-0.17,0.01,-0.30,0.12,10.13
34237,0.19,-0.16,0.00,-0.38,0.23,10.07
34242,0.21,-0.15,-0.01,-0.35,0.18,10.06
34247,0.22,-0.13,-0.01,-0.34,0.14,10.08
34253,0.24,-0.12,-0.02,-0.41,0.16,10.08
34258,0.26,-0.11,-0.02,-0.20,0.13,10.07
34263,0.28,-0.09,-0.01,-0.17,0.09,10.11
34268,0.28,-0.09,-0.01,-0.22,0.09,10.11
34273,0.29,-0.09,-0.02,-0.28,0.04,10.07
34278,0.31,-0.10,-0.03,-0.26,0.00,10.07
34283,0.31,-0.11,-0.03,-0.24,0.01,10.10
34288,0.30,-0.13,-0.03,-0.22,0.01,10.17
34293,0.29,-0.14,-0.02,-0.24,0.03,10.17
34298,0.27,-0.16,-0.02,-0.27,0.11,10.12
34303,0.26,-0.18,-0.02,-0.27,0.15,10.09
34308,0.25,-0.18,-0.02,-0.25,0.23,10.10
34313,0.23,-0.17,-0.02,-0.21,0.26,10.11
34318,0.21,-0.15,-0.03,-0.19,0.30,10.05
34323,0.17,-0.14,-0.04,-0.46,0.40,11.72
34328,0.00,-0.27,-0.05,-0.08,0.49,11.60
34333,0.08,-0.16,-0.04,-0.19,0.77,10.11
34338,0.06,-0.08,-0.01,-0.23,0.61,10.33
34343,0.03,-0.03,-0.02,-0.37,0.39,10.08
34348,-0.01,0.00,-0.05,-0.31,0.16,10.28
34353,-0.04,0.05,-0.06,-0.18,0.11,10.12
34358,-0.06,0.11,-0.08,-0.34,0.17,10.33
34363,-0.09,0.15,-0.10,-0.34,0.14,10.08
34369,-0.11,0.19,-0.10,-0.23,0.14,10.19
34374,-0.13,0.21,-0.09,-0.15,0.09,9.99
34379,-0.13,0.20,-0.08,-0.16,0.15,9.98
34384,-0.13,0.18,-0.07,-0.21,0.22,9.82
34389,-0.13,0.17,-0.08,-0.25,0.26,9.97
34394,-0.14,0.15,-0.08,-0.19,0.23,9.90
34399,-0.15,0.15,-0.09,-0.19,0.25,9.97
34404,-0.17,0.13,-0.10,-0.14,0.36,9.93
34409,-0.19,0.12,-0.11,-0.06,0.38,10.03
34414,-0.22,0.11,-0.12,-0.18,0.44,10.03
34419,-0.24,0.11,-0.13,0.04,0.40,10.03
34424,-0.27,0.11,-0.14,-0.06,0.36,10.03
34429,-0.28,0.12,-0.15,-0.14,0.32,9.95
34434,-0.29,0.11,-0.16,-0.18,0.21,9.90
34439,-0.26,0.09,-0.17,-0.25,0.08,9.76
34444,-0.22,0.07,-0.16,-0.27,-0.05,9.74
34449,-0.17,0.06,-0.15,-0.34,0.03,9.80
34454,-0.15,0.04,-0.14,-0.44,0.02,9.83
34459,-0.13,0.01,-0.14,-0.50,0.03,9.64
34464,-0.06,-0.02,-0.13,-0.29,-0.05,9.71
34469,-0.03,-0.03,-0.11,-0.33,0.07,9.91
34474,-0.02,-0.04,-0.10,-0.31,-0.02,9.83
34479,0.02,-0.05,-0.09,-0.21,-0.10,9.83
34485,0.01,-0.06,-0.07,-0.26,-0.16,9.87
34490,0.02,-0.08,-0.06,-0.29,-0.25,9.91
34495,0.02,-0.11,-0.05,-0.36,-0.28,9.82
34500,0.02,-0.14,-0.04,-0.45,-0.27,9.78
34505,0.02,-0.19,-0.03,-0.37,-0.15,9.77
34510,0.02,-0.23,-0.02,-0.37,-0.07,9.79
34515,0.02,-0.27,0.00,-0.38,-0.04,9.80
34520,0.02,-0.31,0.01,-0.33,-0.05,9.86
34525,0.02,-0.32,0.02,-0.27,0.01,9.92
34530,0.02,-0.32,0.02,-0.16,0.06,9.99
34535,0.02,-0.31,0.02,-0.13,0.11,10.02
34540,0.02,-0.29,0.01,-0.07,0.14,10.05
34545,0.02,-0.26,0.01,-0.05,0.13,10.04
34550,0.02,-0.24,0.00,-0.07,0.16,10.05
34555,0.02,-0.22,-0.00,-0.06,0.18,10.04
34560,0.01,-0.20,-0.01,-0.06,0.19,9.99
34565,0.01,-0.19,-0.02,-0.04,0.19,9.99
34570,0.02,-0.18,-0.03,0.00,0.11,10.03
34575,0.02,-0.17,-0.03,0.05,0.06,10.01
34580,0.02,-0.15,-0.03,0.03,-0.00,10.00
34585,0.02,-0.15,-0.03,-0.00,0.01,9.96
34590,0.02,-0.14,-0.03,0.06,0.09,9.98
34595,0.01,-0.15,-0.02,0.07,0.12,9.93
34601,0.01,-0.16,-0.02,0.06,0.14,9.91
34606,0.01,-0.18,-0.02,0.00,0.13,9.88
34611,0.01,-0.20,-0.01,-0.00,0.10,9.87
34616,0.01,-0.23,0.00,-0.08,0.09,9.87
34621,0.01,-0.25,0.01,-0.21,0.04,9.87
34626,0.01,-0.28,0.02,-0.28,-0.06,9.86
34631,0.02,-0.30,0.04,-0.33,-0.09,9.87
34636,0.02,-0.32,0.04,-0.29,-0.02,9.90
34641,0.02,-0.33,0.04,-0.18,0.00,9.92
34646,0.02,-0.32,0.04,-0.04,0.01,9.98
34651,0.02,-0.32,0.03,0.03,0.05,9.99
34656,0.02,-0.31,0.03,0.05,0.13,10.00
34661,0.02,-0.30,0.03,0.13,0.22,9.95
34666,0.02,-0.30,0.03,0.17,0.26,9.98
34671,0.02,-0.29,0.02,0.23,0.29,10.00
34676,0.02,-0.29,0.02,0.28,0.23,10.01
34681,0.02,-0.28,0.02,0.31,0.18,9.95
34686,0.02,-0.28,0.01,0.28,0.22,9.90
34691,0.02,-0.30,0.00,0.30,0.15,9.92
34696,0.02,-0.31,0.00,0.29,0.13,9.90
34701,0.03,-0.30,0.00,0.54,0.06,10.33
34706,0.03,-0.02,-0.00,0.61,0.08,11.07
34712,0.01,-0.01,-0.04,-0.09,-0.04,9.57
34717,0.01,0.00,-0.06,0.07,-0.10,10.04
34722,0.02,-0.01,-0.06,0.09,-0.19,10.01
34727,0.01,-0.00,-0.05,0.10,-0.25,9.92
34732,0.02,-0.01,-0.04,0.15,-0.19,9.92
34737,0.02,-0.01,-0.03,0.23,-0.23,10.02
34742,0.02,-0.01,-0.01,0.27,-0.13,9.91
34747,0.02,-0.01,0.00,0.20,0.11,9.96
34752,0.02,-0.01,0.00,0.22,0.06,9.96
34757,0.02,-0.01,0.00,0.20,0.08,9.99
34762,0.02,-0.00,0.00,0.20,0.06,9.92
34767,0.02,-0.00,0.00,0.22,0.04,9.97
34772,0.04,-0.01,0.00,0.12,-0.13,9.73
34777,0.10,-0.02,0.01,0.17,-0.16,9.76
34782,0.13,-0.03,0.00,0.17,-0.04,9.81
34787,0.15,-0.04,0.00,0.21,0.07,9.92
34792,0.15,-0.04,0.00,0.26,0.10,10.00
34797,0.14,-0.03,0.00,0.22,0.14,9.99
34802,0.13,-0.03,0.00,0.26,0.13,9.97
34807,0.13,-0.03,0.00,0.25,0.12,9.97
34812,0.12,-0.03,0.00,0.24,0.14,9.97
34817,0.12,-0.03,0.00,0.28,0.12,9.96
34822,0.13,-0.03,0.00,0.21,0.10,9.89
34828,0.14,-0.03,0.00,0.23,0.11,9.93
34833,0.15,-0.04,0.00,0.24,0.10,9.92
34838,0.15,-0.04,0.00,0.21,0.19,9.96
34843,0.15,-0.04,0.00,0.30,0.25,10.03
34848,0.12,-0.03,0.00,0.26,0.29,10.07
34853,0.10,-0.03,0.00,0.26,0.27,10.04
34858,0.09,-0.02,0.00,0.26,0.23,10.02
34863,0.08,-0.02,0.00,0.20,0.21,9.93
34868,0.08,-0.02,-0.00,0.15,0.21,9.98
34873,0.08,-0.02,-0.01,0.07,0.24,9.97
34878,0.08,-0.02,-0.01,0.18,0.21,9.94
34883,0.08,-0.02,-0.00,0.27,0.19,9.97
34888,0.07,-0.02,0.00,0.28,0.23,9.97
34893,0.06,-0.01,0.01,0.31,0.29,10.03
34898,0.05,-0.01,0.01,0.29,0.31,10.03
34903,0.03,-0.01,0.01,0.30,0.33,10.02
34908,0.01,-0.00,0.01,0.26,0.38,10.05
34913,-0.01,0.01,-0.00,0.19,0.46,10.06
34918,-0.02,0.01,-0.01,0.17,0.40,10.00
34923,-0.03,0.01,-0.02,0.26,0.30,9.99
34928,-0.05,0.02,-0.02,0.29,0.23,10.04
34933,-0.05,0.02,-0.02,0.23,0.27,9.94
34938,-0.04,0.02,-0.04,0.10,0.37,9.92
34944,-0.02,0.01,-0.06,-0.02,0.53,9.91
34949,-0.03,0.02,-0.11,-0.06,0.82,10.07
34954,-0.06,0.03,-0.14,0.07,0.66,10.08
34959,-0.10,0.04,-0.15,0.20,0.47,10.20
34964,-0.19,0.06,-0.14,0.33,0.60,10.74
34969,-0.45,0.15,-0.16,0.70,0.67,11.07
34974,-0.64,0.20,-0.14,0.71,0.48,10.66
34979,-0.72,0.25,-0.12,0.28,-0.74,8.96
34984,0.26,-0.09,-0.10,-0.85,-2.34,4.73
34989,0.21,-0.06,-0.10,0.55,0.68,13.43
34994,-0.25,0.08,-0.07,1.04,0.35,11.16
34999,-0.08,0.05,-0.01,-0.07,-1.43,6.89
35004,0.12,-0.06,-0.00,0.60,0.53,12.27
35009,-0.10,0.06,0.01,0.24,-0.74,8.34
35014,0.06,-0.04,0.01,0.46,0.29,11.24
35019,-0.01,0.02,0.01,-0.03,-0.36,8.90
35024,0.01,-0.00,0.00,0.38,0.35,10.49
35029,0.02,-0.01,0.01,0.13,-0.08,9.86
35034,0.00,0.01,0.00,0.24,0.09,9.91
35039,0.01,-0.00,0.00,0.24,0.10,9.99
35044,0.01,0.00,0.00,0.19,0.08,9.95
35049,0.01,0.00,0.00,0.23,0.04,9.89
35055,0.01,0.00,0.00,0.20,0.11,10.06
35060,0.02,-0.00,0.00,0.19,0.09,9.93
35065,0.01,0.00,0.00,0.22,0.06,9.96
35070,0.01,0.00,0.00,0.20,0.09,9.95
35075,0.01,0.00,0.00,0.22,0.08,10.00
35080,0.01,0.00,0.00,0.22,0.04,9.89
35085,0.01,0.00,0.00,0.19,0.09,9.99
35090,0.01,0.00,0.00,0.23,0.07,9.97
35095,0.01,0.00,0.01,0.16,0.06,9.96
35100,0.01,0.00,0.00,0.20,0.08,9.95
35105,0.01,0.00,0.00,0.22,0.05,9.97
35110,0.01,0.00,0.00,0.17,0.08,9.93
35115,0.01,0.00,0.00,0.23,0.06,9.99
35120,0.01,0.00,0.00,0.19,0.06,9.91
35125,0.01,-0.00,0.00,0.18,0.09,9.97
35130,0.01,-0.01,-0.00,0.09,0.08,9.93
35135,0.02,-0.01,-0.01,0.33,0.08,10.03
35140,0.01,0.00,-0.00,0.24,0.06,9.93
35145,0.01,0.00,0.00,0.24,0.09,9.99
35150,0.01,0.00,0.00,0.20,0.08,9.94
35155,0.01,0.00,0.00,0.26,0.06,9.99
35160,0.01,0.00,0.00,0.19,0.09,9.94
35165,0.01,0.00,0.00,0.24,0.09,9.97
35171,0.01,0.00,0.00,0.23,0.07,9.96
35176,0.01,0.00,0.00,0.21,0.11,9.98
35181,0.01,0.00,0.00,0.27,0.06,9.95
35186,0.01,0.00,-0.00,0.20,0.09,9.94
35191,0.01,0.00,-0.00,0.23,0.09,10.00
35196,0.01,0.00,-0.00,0.23,0.07,9.96
35201,0.01,0.00,-0.00,0.20,0.10,9.95
35206,0.01,0.00,-0.01,0.23,0.07,9.97
35211,0.01,0.00,-0.01,0.17,0.07,9.95
35216,0.01,0.00,-0.01,0.15,0.10,9.98
35221,0.01,0.00,-0.02,0.20,0.04,9.94
35226,0.01,0.00,-0.02,0.16,0.09,9.95
35231,0.01,0.00,-0.02,0.20,0.08,9.97
35236,0.01,0.00,-0.02,0.20,0.06,9.96
35241,0.01,0.00,-0.02,0.24,0.07,9.95
35246,0.01,0.00,-0.01,0.33,0.02,9.95
35251,0.01,0.00,0.00,0.23,0.06,9.97
35256,0.01,0.00,0.00,0.20,0.09,9.95
35261,0.01,0.00,0.00,0.22,0.06,9.95
35266,0.02,0.00,0.00,0.20,0.11,9.96
35271,0.01,0.00,0.00,0.24,0.07,9.97
35276,0.01,0.00,0.00,0.20,0.07,9.97
35281,0.01,0.00,0.00,0.22,0.10,9.96
35287,0.01,0.00,0.00,0.23,0.05,9.95
35292,0.01,0.00,0.00,0.18,0.10,9.97
35297,0.01,0.00,0.00,0.24,0.07,9.98
35302,0.01,0.00,0.00,0.19,0.09,9.96
35307,0.01,0.00,0.00,0.19,0.09,9.96
35312,0.01,0.00,0.00,0.23,0.06,9.98
35317,0.01,0.00,0.00,0.18,0.09,9.96
35322,0.01,0.00,0.00,0.22,0.07,9.96
35327,0.01,0.00,0.00,0.20,0.06,9.96
35332,0.01,0.00,0.00,0.18,0.09,9.98
35337,0.01,0.00,0.00,0.22,0.06,9.98
35342,0.01,0.00,0.00,0.18,0.09,9.95
35347,0.01,0.00,0.00,0.22,0.09,9.98
35352,0.01,0.00,0.00,0.22,0.07,9.97
35357,0.01,0.00,0.00,0.20,0.10,9.96
35362,0.01,0.00,0.00,0.24,0.08,9.96
35367,0.01,0.00,0.00,0.19,0.09,9.98
35372,0.01,0.00,0.00,0.21,0.10,9.98
35377,0.01,0.00,0.00,0.23,0.07,9.97
35382,0.01,0.00,0.00,0.19,0.10,9.96
35387,0.01,0.00,0.00,0.24,0.08,9.96
35392,0.01,0.00,0.00,0.21,0.07,9.98
35397,0.01,0.00,0.00,0.21,0.10,9.97
35403,0.01,0.00,0.00,0.26,0.06,9.96
35408,0.01,0.00,0.00,0.22,0.10,9.96
35413,0.01,0.00,0.00,0.24,0.07,9.99
35418,0.01,0.00,0.00,0.24,0.07,9.97
35423,0.01,0.00,0.00,0.24,0.09,9.96
35428,0.01,0.00,0.00,0.26,0.06,9.98
35433,0.01,0.00,0.00,0.22,0.10,9.96
35438,0.01,0.00,0.00,0.26,0.10,9.99
35443,0.01,0.00,0.00,0.28,0.07,9.96
35448,0.01,0.00,0.00,0.23,0.09,9.97
35453,0.01,0.00,0.00,0.28,0.07,9.98
35458,0.01,0.00,0.01,0.24,0.08,9.98
35463,0.01,0.00,0.01,0.24,0.10,9.98
35468,0.01,0.00,0.01,0.24,0.08,9.98
35473,0.01,0.00,0.01,0.19,0.11,9.97
35478,0.01,0.00,0.01,0.23,0.09,9.99
35483,0.01,0.00,0.01,0.20,0.08,9.97
35488,0.01,0.00,0.01,0.18,0.10,9.98
35493,0.01,0.00,0.01,0.20,0.06,9.97
35498,0.01,0.00,0.00,0.15,0.08,9.96
35503,0.01,0.00,0.00,0.19,0.08,9.98
35508,0.01,0.00,0.00,0.18,0.05,9.98
35514,0.01,0.00,0.00,0.16,0.08,9.96
35519,0.01,0.00,0.00,0.20,0.04,9.98
35524,0.01,0.00,0.00,0.15,0.06,9.96
35529,0.01,0.00,0.00,0.20,0.06,9.97
35534,0.01,0.00,0.00,0.21,0.04,9.95
35539,0.01,0.00,0.00,0.18,0.08,9.95
35544,0.01,0.00,0.00,0.22,0.05,9.96
35549,0.01,0.00,0.00,0.18,0.07,9.95
35554,0.01,0.00,0.00,0.18,0.08,9.97
35559,0.01,0.00,0.00,0.21,0.04,9.97
35564,0.01,0.00,0.00,0.18,0.07,9.97
35569,0.01,0.00,0.00,0.25,0.07,9.98
35574,0.01,0.00,0.00,0.24,0.06,9.97
35579,0.01,0.00,0.00,0.25,0.10,9.97
35584,0.01,0.00,0.00,0.29,0.07,9.98
35589,0.01,0.00,0.00,0.24,0.10,9.99
35594,0.01,0.00,0.00,0.31,0.09,9.98
35599,0.01,0.00,0.01,0.30,0.07,9.97
35604,0.01,0.00,0.01,0.28,0.10,9.96
35609,0.01,0.00,0.01,0.29,0.05,9.98
35614,0.01,0.00,0.01,0.23,0.09,9.98
35619,0.01,0.00,0.01,0.25,0.09,9.96
35624,0.01,0.00,0.01,0.25,0.05,9.96
35630,0.01,0.00,0.00,0.20,0.06,9.96
35635,0.01,0.00,0.00,0.24,0.05,9.95
35640,0.01,0.00,0.00,0.20,0.05,9.96
35645,0.01,0.00,0.00,0.19,0.05,9.95
35650,0.01,0.00,0.00,0.24,0.04,9.96
35655,0.01,0.00,0.00,0.20,0.08,9.95
35660,0.01,0.00,0.00,0.24,0.07,9.97
35665,0.01,0.00,0.00,0.22,0.05,9.96
35670,0.01,0.00,0.00,0.19,0.09,9.98
35675,0.01,0.00,0.00,0.25,0.08,9.99
35680,0.01,0.00,0.01,0.22,0.10,9.96
35685,0.01,0.00,0.01,0.23,0.09,9.99
35690,0.01,0.00,0.01,0.23,0.06,9.98
35695,0.01,-0.00,0.01,0.20,0.09,9.97
35700,0.01,0.00,0.01,0.24,0.06,9.97
35705,0.01,-0.00,0.01,0.20,0.06,9.94
35710,0.01,0.00,0.01,0.22,0.07,9.95
35715,0.01,0.00,0.00,0.23,0.05,9.96
35720,0.01,0.00,0.00,0.18,0.09,9.96
35725,0.01,0.00,0.00,0.23,0.08,9.98
35730,0.01,0.00,0.00,0.20,0.08,9.98
35735,0.01,0.00,0.00,0.19,0.09,9.98
35740,0.01,0.00,0.00,0.23,0.07,9.99
35746,0.01,0.00,0.00,0.19,0.09,9.96
35751,0.01,0.00,0.00,0.21,0.08,9.96
35756,0.01,0.00,0.00,0.20,0.07,9.96
35761,0.01,0.00,0.00,0.17,0.09,9.96
35766,0.01,0.00,0.00,0.20,0.07,9.97
35771,0.01,0.00,0.00,0.13,0.10,9.99
35776,0.01,0.00,0.00,0.13,0.19,10.16
35781,0.01,-0.00,0.01,0.30,0.04,9.60
35786,0.01,0.01,0.01,0.04,0.05,10.22
35791,0.02,-0.01,0.00,0.03,-0.19,10.01
35796,0.01,0.00,0.00,0.18,0.20,9.79
35801,0.02,0.00,0.00,0.17,-0.05,10.03
35806,0.01,-0.00,0.00,0.16,0.03,9.90
35811,0.02,0.01,0.00,0.22,0.16,9.71
35816,0.01,0.01,0.00,0.24,0.02,10.21
35821,0.02,-0.00,0.00,0.27,0.09,10.04
35826,0.01,0.00,0.00,0.20,0.12,9.78
35831,0.01,0.00,0.00,0.30,0.15,10.21
35836,0.01,-0.00,0.01,0.30,0.27,10.15
35841,0.01,0.00,0.00,0.24,0.13,9.79
35846,0.01,0.00,0.00,0.27,0.02,10.01
35851,0.01,0.00,0.00,0.27,0.15,9.97
35856,0.01,0.00,0.00,0.27,0.08,9.93
35862,0.01,0.00,0.00,0.20,0.01,9.87
35867,0.01,0.00,0.00,0.22,0.11,10.10
35872,0.01,-0.00,0.00,0.26,0.11,10.02
35877,0.01,0.00,0.00,0.24,0.11,9.98
35882,0.01,0.00,0.00,0.27,0.06,9.93
35887,0.01,0.00,0.00,0.27,0.03,9.97
35892,0.01,0.00,0.00,0.30,0.07,9.85
35897,0.01,0.00,0.00,0.26,0.05,9.92
35902,0.01,0.00,0.00,0.19,0.08,10.02
35907,0.01,-0.00,0.00,0.25,0.10,10.03
35912,0.01,0.00,0.00,0.20,0.08,9.90
35917,0.01,0.00,0.00,0.18,0.09,10.09
35922,0.01,-0.00,0.00,0.26,0.02,9.94
35927,0.01,0.00,0.00,0.17,0.03,9.84
35932,0.01,0.00,0.00,0.20,0.05,9.95
35937,0.01,0.00,0.01,0.19,0.07,9.99
35942,0.01,0.00,0.00,0.13,0.09,9.93
35947,0.01,0.00,0.00,0.20,0.06,9.98
35952,0.01,0.00,0.00,0.17,0.07,10.03
35957,0.01,-0.00,0.00,0.18,0.07,9.97
35962,0.01,0.00,0.01,0.23,0.02,9.89
35967,0.01,0.00,0.00,0.17,0.07,9.95
35973,0.01,0.00,0.00,0.20,0.09,9.96
35978,0.01,0.00,0.00,0.17,0.10,9.95
35983,0.01,0.00,0.00,0.17,0.11,10.00
35988,0.01,0.00,0.00,0.22,0.08,10.02
35993,0.01,0.00,0.00,0.20,0.10,9.96
35998,0.01,0.00,0.00,0.23,0.06,9.94
36003,0.01,0.00,0.00,0.22,0.07,9.99
36008,0.01,0.00,0.00,0.18,0.09,9.94
36013,0.01,0.00,0.00,0.20,0.08,9.94
36018,0.01,0.00,0.00,0.17,0.09,9.99
36023,0.01,-0.00,0.00,0.20,0.06,9.98
36028,0.01,0.00,0.00,0.20,0.02,9.94
36033,0.01,0.00,0.00,0.18,0.06,9.94
36038,0.01,0.00,0.00,0.21,0.06,10.00
36043,0.01,0.00,0.00,0.17,0.09,9.94
36048,0.01,0.00,0.00,0.18,0.11,9.97
36053,0.01,0.00,0.00,0.20,0.09,9.98
36058,0.01,0.00,0.00,0.18,0.11,9.98
36063,0.01,0.00,0.00,0.24,0.07,9.96
36068,0.01,0.00,0.00,0.23,0.08,9.98
36073,0.01,0.00,0.00,0.24,0.12,9.97
36078,0.01,0.00,0.00,0.27,0.10,9.98
36083,0.01,0.00,0.00,0.25,0.13,9.96
36089,0.01,0.00,0.00,0.29,0.11,9.98
36094,0.01,0.00,0.00,0.28,0.08,9.97
36099,0.01,0.00,0.00,0.27,0.08,9.96
36104,0.01,0.00,0.00,0.32,0.04,9.97
36109,0.01,0.00,0.00,0.27,0.05,9.95
36114,0.01,0.00,0.00,0.28,0.05,9.93
36119,0.01,0.00,0.00,0.24,0.02,9.95
36124,0.01,0.00,0.00,0.19,0.05,9.95
36129,0.01,0.00,0.00,0.24,0.03,9.93
36134,0.01,0.00,0.00,0.21,0.02,9.94
36139,0.01,0.00,0.00,0.22,0.03,9.95
36144,0.02,0.00,0.00,0.23,0.01,9.94
36149,0.02,0.00,0.00,0.18,0.05,9.93
36154,0.02,0.00,0.00,0.19,0.07,9.96
36159,0.02,0.00,0.00,0.18,0.07,9.97
36164,0.01,0.00,0.00,0.17,0.10,9.97
36169,0.01,0.00,0.00,0.20,0.06,9.98
36174,0.01,0.00,0.00,0.17,0.10,9.97
36179,0.02,0.00,0.00,0.19,0.08,9.97
36184,0.01,0.00,0.00,0.17,0.09,9.98
36189,0.01,0.00,0.00,0.15,0.14,9.97
36194,0.01,0.00,0.00,0.21,0.09,9.98
36199,0.01,0.00,0.00,0.17,0.11,9.98
36205,0.01,0.00,0.00,0.21,0.10,9.98
36210,0.01,0.00,0.00,0.25,0.08,9.97
36215,0.01,0.00,0.00,0.22,0.09,9.97
36220,0.01,0.00,0.00,0.26,0.07,9.96
36225,0.01,0.00,0.00,0.24,0.08,9.95
36230,0.01,0.00,0.00,0.23,0.09,9.97
36235,0.01,0.00,0.00,0.26,0.06,9.96
36240,0.01,0.00,0.00,0.22,0.09,9.97
36245,0.01,0.00,0.00,0.26,0.07,9.95
36250,0.01,0.00,0.00,0.24,0.05,9.98
36255,0.01,0.00,0.00,0.21,0.07,9.95
36260,0.01,0.00,0.00,0.24,0.07,9.96
36265,0.01,0.00,0.00,0.18,0.10,9.95
36270,0.01,0.00,0.00,0.21,0.09,9.96
36275,0.01,0.00,0.00,0.20,0.07,9.97
36280,0.01,0.00,0.00,0.15,0.09,9.96
36285,0.01,0.00,0.00,0.20,0.07,9.96
36290,0.01,0.00,0.00,0.16,0.08,9.96
36295,0.01,0.00,0.00,0.18,0.09,9.97
36300,0.01,0.00,0.00,0.17,0.08,9.98
36305,0.01,0.00,0.00,0.15,0.10,9.96
36310,0.01,0.00,0.00,0.19,0.09,9.98
36315,0.01,0.00,0.00,0.19,0.07,9.96
36321,0.01,0.00,0.00,0.20,0.09,9.97
36326,0.01,0.00,0.00,0.25,0.05,9.96
36331,0.01,0.00,0.00,0.22,0.08,9.95
36336,0.01,0.00,0.00,0.26,0.07,9.96
36341,0.01,0.00,0.00,0.26,0.06,9.95
36346,0.01,0.00,0.00,0.26,0.09,9.96
36351,0.01,0.00,0.00,0.31,0.04,9.96
36356,0.01,0.00,0.00,0.29,0.07,9.94
36361,0.01,0.00,0.00,0.31,0.08,9.95
36366,0.01,0.00,0.00,0.30,0.04,9.96
36371,0.01,0.00,0.00,0.26,0.08,9.96
36376,0.01,0.00,0.00,0.29,0.06,9.95
36381,0.01,0.00,0.01,0.23,0.06,9.95
36386,0.01,0.00,0.00,0.25,0.06,9.97
36391,0.01,0.00,0.01,0.25,0.05,9.95
36396,0.01,0.00,0.01,0.19,0.08,9.95
36401,0.01,0.00,0.01,0.21,0.07,9.97
36406,0.01,0.00,0.00,0.18,0.08,9.96
36411,0.01,0.00,0.00,0.16,0.11,9.97
36416,0.01,0.00,0.01,0.17,0.08,9.96
36421,0.01,0.00,0.00,0.14,0.10,9.97
36426,0.01,0.00,0.00,0.16,0.10,9.97
36432,0.01,0.00,0.00,0.14,0.08,9.98
36437,0.01,0.00,0.00,0.11,0.11,9.96
36442,0.01,0.00,0.00,0.15,0.08,9.96
36447,0.01,0.00,0.00,0.11,0.10,9.96
36452,0.01,0.00,0.00,0.15,0.09,9.97
36457,0.01,0.00,0.00,0.16,0.06,9.96
36462,0.01,0.00,0.00,0.14,0.10,9.96
36467,0.01,0.00,0.00,0.21,0.06,9.97
36472,0.01,0.00,0.00,0.20,0.07,9.95
36477,0.01,0.00,0.00,0.24,0.09,9.98
36482,0.01,0.00,0.00,0.28,0.06,9.95
36487,0.01,0.00,0.00,0.25,0.10,9.94
36492,0.01,0.00,0.00,0.31,0.07,9.96
36497,0.01,0.00,0.00,0.31,0.07,9.96
36502,0.01,0.00,0.00,0.30,0.09,9.95
36507,0.01,0.00,0.00,0.34,0.06,9.96
36512,0.01,0.00,0.00,0.29,0.06,9.95
36517,0.01,0.00,0.00,0.33,0.08,9.96
36522,0.01,0.00,0.00,0.32,0.05,9.94
36527,0.01,0.00,0.00,0.27,0.09,9.95
36532,0.01,0.00,0.00,0.30,0.05,9.96
36537,0.01,0.00,0.00,0.26,0.08,9.95
36542,0.01,0.00,0.00,0.27,0.07,9.94
36548,0.01,0.00,0.00,0.23,0.05,9.96
36553,0.01,0.00,0.01,0.17,0.08,9.94
36558,0.01,0.00,0.00,0.20,0.08,10.01
36563,0.01,0.00,0.01,0.16,0.08,9.91
36568,0.01,0.00,0.00,0.12,0.09,10.00
36573,0.01,0.00,0.00,0.14,0.05,9.95
36578,0.01,0.00,0.00,0.10,0.09,9.94
36583,0.01,0.00,0.00,0.13,0.06,9.97
36588,0.02,0.00,0.00,0.11,0.05,9.95
36593,0.01,0.00,0.00,0.11,0.10,9.94
36598,0.01,0.00,0.00,0.16,0.06,10.00
36603,0.01,0.00,0.00,0.14,0.10,9.96
36608,0.01,0.00,0.00,0.17,0.10,9.96
36613,0.01,0.00,0.00,0.21,0.09,10.00
36618,0.01,0.00,0.00,0.22,0.13,9.98
36623,0.01,0.00,0.00,0.25,0.10,9.95
36628,0.01,0.00,0.00,0.24,0.11,9.98
36633,0.01,0.00,0.00,0.26,0.12,9.96
36638,0.01,0.00,0.00,0.29,0.09,9.96
36643,0.01,0.00,0.00,0.26,0.09,9.94
36648,0.01,0.00,0.00,0.31,0.07,9.96
36653,0.01,0.00,0.00,0.29,0.09,9.95
36658,0.01,0.00,0.00,0.30,0.09,9.96
36664,0.01,0.00,0.00,0.30,0.06,9.96
36669,0.01,0.00,0.00,0.27,0.09,9.95
36674,0.01,0.00,0.00,0.28,0.08,9.95
36679,0.01,0.00,0.00,0.26,0.05,9.96
36684,0.01,0.00,0.00,0.23,0.07,9.95
36689,0.01,0.00,0.00,0.24,0.04,9.95
36694,0.01,0.00,0.00,0.18,0.07,9.94
