Timestamp(ms),GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ
14601,-0.14,0.01,-0.06,-0.21,-0.63,10.20
14606,-0.10,-0.00,-0.07,-0.22,-0.68,10.14
14611,-0.06,-0.01,-0.08,-0.26,-0.69,10.09
14616,-0.01,-0.03,-0.09,-0.31,-0.71,10.06
14622,0.02,-0.05,-0.09,-0.35,-0.72,10.05
14627,0.05,-0.06,-0.09,-0.37,-0.74,10.03
14632,0.07,-0.08,-0.09,-0.45,-0.75,10.01
14637,0.09,-0.09,-0.08,-0.54,-0.80,10.01
14642,0.09,-0.10,-0.06,-0.51,-0.85,10.03
14647,0.08,-0.10,-0.05,-0.49,-0.81,10.02
14652,0.08,-0.09,-0.03,-0.48,-0.78,9.98
14657,0.08,-0.08,-0.02,-0.45,-0.77,9.92
14662,0.08,-0.05,-0.01,-0.40,-0.77,9.90
14667,0.08,-0.02,0.00,-0.35,-0.74,9.94
14672,0.07,0.02,0.01,-0.31,-0.70,9.93
14677,0.06,0.05,0.01,-0.30,-0.61,9.98
14682,0.03,0.08,0.01,-0.30,-0.56,9.96
14687,0.00,0.09,-0.00,-0.33,-0.53,9.94
14692,-0.02,0.09,-0.01,-0.39,-0.52,9.90
14697,-0.04,0.08,-0.02,-0.41,-0.53,9.86
14702,-0.06,0.08,-0.03,-0.41,-0.55,9.81
14707,-0.08,0.07,-0.04,-0.49,-0.59,9.79
14712,-0.09,0.05,-0.05,-0.57,-0.61,9.82
14717,-0.09,0.04,-0.05,-0.55,-0.69,9.86
14722,-0.10,0.04,-0.05,-0.52,-0.70,9.85
14727,-0.09,0.03,-0.04,-0.50,-0.70,9.84
14732,-0.07,0.02,-0.03,-0.50,-0.71,9.81
14738,-0.04,0.01,-0.03,-0.49,-0.75,9.80
14743,-0.02,-0.01,-0.02,-0.46,-0.74,9.80
14748,0.00,-0.01,-0.02,-0.45,-0.72,9.81
14753,0.02,-0.03,-0.02,-0.44,-0.70,9.83
14758,0.03,-0.05,-0.02,-0.47,-0.65,9.85
14763,0.03,-0.06,-0.02,-0.47,-0.60,9.85
14768,0.04,-0.08,-0.03,-0.45,-0.58,9.87
14773,0.04,-0.10,-0.03,-0.44,-0.57,9.90
14778,0.04,-0.11,-0.03,-0.43,-0.53,9.87
14783,0.05,-0.11,-0.03,-0.40,-0.49,9.82
14788,0.07,-0.11,-0.03,-0.36,-0.46,9.87
14793,0.07,-0.10,-0.04,-0.35,-0.42,9.96
14798,0.07,-0.10,-0.04,-0.39,-0.39,10.06
14803,0.06,-0.10,-0.04,-0.41,-0.40,10.08
14808,0.05,-0.09,-0.05,-0.36,-0.43,9.97
14813,0.07,-0.09,-0.05,-0.35,-0.47,9.90
14818,0.08,-0.08,-0.05,-0.33,-0.41,9.92
14823,0.09,-0.07,-0.05,-0.33,-0.37,9.98
14828,0.08,-0.06,-0.05,-0.31,-0.35,10.04
14833,0.07,-0.05,-0.06,-0.30,-0.33,10.05
14838,0.06,-0.05,-0.06,-0.33,-0.30,10.02
14843,0.05,-0.04,-0.06,-0.35,-0.29,9.96
14848,0.04,-0.03,-0.06,-0.36,-0.30,9.95
14854,0.03,-0.01,-0.05,-0.37,-0.31,9.91
14859,0.02,-0.01,-0.05,-0.39,-0.31,9.90
14864,0.01,0.00,-0.05,-0.41,-0.28,9.89
14869,-0.01,0.01,-0.05,-0.43,-0.29,9.86
14874,-0.02,0.02,-0.05,-0.45,-0.36,9.92
14879,-0.04,0.02,-0.05,-0.51,-0.37,9.99
14884,-0.05,0.01,-0.04,-0.51,-0.41,10.01
14889,-0.06,-0.01,-0.04,-0.50,-0.48,10.01
14894,-0.06,-0.02,-0.04,-0.47,-0.55,10.01
14899,-0.05,-0.02,-0.03,-0.45,-0.59,9.97
14904,-0.03,-0.02,-0.03,-0.39,-0.64,9.93
14909,-0.01,-0.02,-0.02,-0.39,-0.66,9.96
14914,0.01,-0.02,-0.02,-0.41,-0.66,10.02
14919,0.02,-0.01,-0.01,-0.42,-0.70,10.03
14924,0.03,-0.01,-0.01,-0.39,-0.71,10.02
14929,0.05,-0.01,-0.01,-0.37,-0.67,10.04
14934,0.05,-0.02,-0.00,-0.39,-0.63,10.05
14939,0.06,-0.05,0.00,-0.37,-0.60,9.98
14944,0.06,-0.07,0.01,-0.35,-0.57,9.89
14949,0.08,-0.08,0.01,-0.32,-0.55,9.87
14954,0.09,-0.08,0.00,-0.30,-0.53,9.89
14959,0.10,-0.07,0.00,-0.23,-0.54,9.82
14965,0.11,-0.06,-0.00,-0.19,-0.57,9.79
14970,0.12,-0.05,-0.01,-0.18,-0.53,9.83
14975,0.11,-0.05,-0.02,-0.18,-0.46,9.91
14980,0.08,-0.06,-0.03,-0.18,-0.47,9.91
14985,0.06,-0.06,-0.03,-0.16,-0.49,9.90
14990,0.04,-0.06,-0.03,-0.17,-0.48,9.90
14995,0.02,-0.05,-0.03,-0.18,-0.52,9.93
15000,0.01,-0.04,-0.03,-0.22,-0.55,9.91
15005,0.03,-0.03,-0.03,-0.25,-0.64,9.81
15010,0.10,-0.02,-0.02,-0.25,-0.70,9.84
15015,0.19,-0.02,-0.01,-0.28,-0.66,10.01
15020,0.27,-0.03,0.01,-0.33,-0.60,10.16
15025,0.31,-0.05,0.02,-0.38,-0.50,10.18
15030,0.33,-0.07,0.02,-0.42,-0.50,10.10
15035,0.34,-0.08,0.02,-0.37,-0.44,10.06
15040,0.34,-0.09,0.02,-0.37,-0.42,9.92
15045,0.34,-0.11,0.02,-0.38,-0.46,9.88
15050,0.34,-0.11,0.02,-0.39,-0.48,9.92
15055,0.32,-0.11,0.03,-0.42,-0.46,10.00
15060,0.30,-0.10,0.03,-0.43,-0.47,10.06
15065,0.28,-0.09,0.04,-0.40,-0.45,10.09
15070,0.24,-0.07,0.04,-0.40,-0.42,10.07
15075,0.21,-0.06,0.04,-0.35,-0.36,10.05
15081,0.17,-0.06,0.04,-0.29,-0.36,10.02
15086,0.14,-0.06,0.04,-0.24,-0.35,9.99
15091,0.12,-0.05,0.03,-0.23,-0.37,9.96
15096,0.10,-0.04,0.02,-0.23,-0.35,9.95
15101,0.09,-0.02,0.01,-0.21,-0.35,9.90
15106,0.08,-0.01,0.01,-0.24,-0.35,9.92
15111,0.07,0.00,0.00,-0.27,-0.35,9.95
15116,0.06,0.01,-0.00,-0.28,-0.35,9.98
15121,0.05,0.02,-0.00,-0.33,-0.39,9.96
15126,0.04,0.03,-0.01,-0.38,-0.41,9.92
15131,0.05,0.04,-0.01,-0.39,-0.42,9.89
15136,0.06,0.06,0.00,-0.38,-0.45,9.85
15141,0.07,0.08,0.01,-0.36,-0.44,9.82
15146,0.08,0.10,0.01,-0.35,-0.44,9.83
15151,0.08,0.11,0.02,-0.30,-0.44,9.87
15156,0.07,0.11,0.02,-0.22,-0.43,9.85
15161,0.07,0.11,0.03,-0.23,-0.37,9.74
15166,0.07,0.11,0.02,-0.26,-0.32,9.71
15171,0.07,0.10,0.02,-0.27,-0.32,9.72
15176,0.07,0.08,0.01,-0.31,-0.33,9.72
15181,0.07,0.06,-0.01,-0.33,-0.36,9.73
15186,0.07,0.04,-0.01,-0.34,-0.37,9.76
15191,0.07,0.02,-0.02,-0.34,-0.41,9.80
15197,0.07,-0.01,-0.03,-0.33,-0.47,9.79
15202,0.08,-0.03,-0.03,-0.34,-0.48,9.77
15207,0.09,-0.04,-0.04,-0.39,-0.50,9.82
15212,0.11,-0.05,-0.04,-0.47,-0.48,9.91
15217,0.13,-0.04,-0.04,-0.47,-0.47,9.97
15222,0.14,-0.03,-0.04,-0.50,-0.46,10.00
15227,0.16,-0.02,-0.05,-0.57,-0.42,10.01
15232,0.17,-0.02,-0.04,-0.50,-0.45,10.05
15237,0.19,-0.02,-0.03,-0.46,-0.47,10.18
15242,0.21,-0.01,-0.02,-0.49,-0.47,10.20
15247,0.22,-0.01,-0.02,-0.51,-0.46,10.23
15252,0.22,-0.01,-0.01,-0.49,-0.39,10.28
15257,0.23,-0.01,-0.00,-0.41,-0.36,10.18
15262,0.24,-0.01,0.01,-0.38,-0.34,10.03
15267,0.26,-0.02,0.02,-0.38,-0.26,9.92
15272,0.27,-0.02,0.02,-0.37,-0.21,9.90
15277,0.29,-0.02,0.02,-0.32,-0.16,9.90
15282,0.29,-0.01,0.02,-0.26,-0.11,9.89
15287,0.30,-0.01,0.01,-0.23,-0.04,9.83
15292,0.30,-0.01,0.01,-0.19,-0.01,9.84
15297,0.31,-0.00,-0.00,-0.15,0.02,9.80
15302,0.31,0.01,-0.01,-0.12,0.03,9.84
15307,0.31,0.03,-0.02,-0.13,0.01,9.87
15313,0.31,0.04,-0.03,-0.12,0.01,9.94
15318,0.31,0.04,-0.03,-0.15,0.06,10.07
15323,0.31,0.04,-0.03,-0.24,0.02,10.04
15328,0.32,0.04,-0.02,-0.28,-0.03,10.01
15333,0.34,0.04,-0.02,-0.28,-0.03,9.96
15338,0.36,0.04,-0.01,-0.29,-0.03,9.94
15343,0.38,0.03,-0.00,-0.31,-0.00,9.89
15348,0.41,0.02,-0.00,-0.34,0.01,9.87
15353,0.43,0.02,0.00,-0.35,0.11,9.92
15358,0.45,0.01,-0.01,-0.35,0.17,9.90
15363,0.48,0.01,-0.01,-0.29,0.23,9.85
15368,0.50,0.02,-0.02,-0.25,0.31,9.83
15373,0.52,0.02,-0.04,-0.30,0.34,9.82
15378,0.54,0.04,-0.06,-0.23,0.37,9.69
15383,0.58,0.05,-0.07,-0.18,0.33,9.59
15388,0.63,0.05,-0.08,-0.32,0.40,9.51
15393,0.68,0.04,-0.11,-0.46,0.54,9.53
15398,0.71,0.03,-0.13,-0.45,0.63,9.56
15403,0.74,0.02,-0.15,-0.34,0.59,9.58
15408,0.77,0.01,-0.15,-0.35,0.57,9.57
15413,0.81,0.00,-0.16,-0.37,0.62,9.56
15418,0.84,0.00,-0.17,-0.37,0.63,9.54
15423,0.87,0.01,-0.17,-0.38,0.63,9.53
15429,0.90,0.01,-0.18,-0.43,0.70,9.53
15434,0.92,0.02,-0.18,-0.42,0.78,9.59
15439,0.93,0.03,-0.18,-0.40,0.82,9.56
15444,0.95,0.04,-0.18,-0.42,0.85,9.60
15449,0.96,0.05,-0.18,-0.41,0.93,9.73
15454,0.96,0.07,-0.18,-0.33,0.93,9.77
15459,0.97,0.08,-0.17,-0.31,0.95,9.73
15464,0.97,0.10,-0.16,-0.31,0.96,9.67
15469,0.97,0.10,-0.15,-0.36,1.02,9.60
15474,0.97,0.10,-0.15,-0.44,1.13,9.55
15479,0.97,0.11,-0.15,-0.48,1.31,9.43
15484,0.97,0.12,-0.16,-0.53,1.39,9.34
15489,0.98,0.12,-0.17,-0.51,1.36,9.33
15494,0.98,0.11,-0.18,-0.38,1.28,9.40
15499,0.97,0.10,-0.18,-0.31,1.22,9.41
15504,0.97,0.09,-0.16,-0.31,1.22,9.41
15509,0.96,0.08,-0.16,-0.31,1.29,9.46
15514,0.96,0.06,-0.16,-0.23,1.29,9.44
15519,0.95,0.05,-0.15,-0.19,1.36,9.51
15524,0.95,0.04,-0.15,-0.18,1.45,9.55
15529,0.94,0.02,-0.14,-0.17,1.51,9.62
15534,0.93,-0.01,-0.13,-0.18,1.60,9.70
15539,0.91,-0.04,-0.12,-0.22,1.68,9.73
15545,0.89,-0.08,-0.12,-0.28,1.71,9.83
15550,0.86,-0.11,-0.11,-0.27,1.76,9.96
15555,0.84,-0.13,-0.10,-0.27,1.77,10.01
15560,0.81,-0.14,-0.09,-0.23,1.81,10.03
15565,0.80,-0.15,-0.08,-0.23,1.87,10.07
15570,0.78,-0.15,-0.06,-0.25,1.91,10.13
15575,0.75,-0.15,-0.04,-0.35,1.97,10.18
15580,0.71,-0.16,-0.04,-0.38,2.03,10.21
15585,0.68,-0.15,-0.03,-0.38,2.04,10.20
15590,0.64,-0.12,-0.03,-0.42,2.07,10.13
15595,0.62,-0.09,-0.03,-0.41,2.04,10.04
15600,0.59,-0.06,-0.03,-0.38,1.99,9.96
15605,0.57,-0.04,-0.03,-0.37,1.98,9.95
15610,0.54,-0.01,-0.03,-0.41,2.06,9.96
15615,0.51,0.03,-0.03,-0.36,2.11,9.97
15620,0.48,0.05,-0.02,-0.37,2.12,10.00
15625,0.44,0.06,-0.02,-0.38,2.09,9.97
15630,0.40,0.06,-0.01,-0.38,2.14,9.90
15635,0.37,0.06,-0.01,-0.38,2.13,9.79
15640,0.34,0.04,-0.00,-0.34,2.07,9.70
15645,0.31,0.02,0.00,-0.30,2.05,9.63
15650,0.28,-0.00,0.01,-0.31,2.07,9.57
15656,0.26,-0.02,0.01,-0.38,2.16,9.56
15661,0.23,-0.05,0.00,-0.34,2.22,9.60
15666,0.20,-0.07,-0.00,-0.31,2.28,9.69
15671,0.16,-0.09,-0.00,-0.31,2.32,9.87
15676,0.12,-0.11,-0.01,-0.26,2.32,9.98
15681,0.07,-0.11,-0.01,-0.25,2.34,10.02
15686,0.02,-0.11,-0.01,-0.28,2.37,10.11
15691,-0.03,-0.10,-0.02,-0.31,2.42,10.20
15696,-0.08,-0.08,-0.02,-0.31,2.41,10.28
15701,-0.12,-0.05,-0.02,-0.33,2.37,10.29
15706,-0.16,-0.04,-0.03,-0.32,2.33,10.30
15711,-0.19,-0.02,-0.02,-0.30,2.32,10.31
15716,-0.22,-0.01,-0.01,-0.27,2.29,10.28
15721,-0.26,-0.00,0.00,-0.30,2.30,10.26
15726,-0.28,-0.00,0.01,-0.30,2.32,10.27
15731,-0.31,-0.01,0.01,-0.29,2.37,10.26
15736,-0.33,-0.01,0.00,-0.28,2.32,10.15
15741,-0.35,-0.03,0.00,-0.28,2.24,10.10
15746,-0.37,-0.04,0.00,-0.24,2.19,10.06
15751,-0.38,-0.06,0.01,-0.20,2.12,10.05
15756,-0.40,-0.08,0.02,-0.22,2.14,10.00
15761,-0.40,-0.11,0.02,-0.29,2.16,9.92
15766,-0.39,-0.12,0.02,-0.23,2.13,9.92
15772,-0.39,-0.13,0.02,-0.24,2.14,9.91
15777,-0.39,-0.14,0.02,-0.20,2.09,9.91
15782,-0.39,-0.14,0.02,-0.13,1.99,9.96
15787,-0.40,-0.14,0.03,-0.16,1.98,10.04
15792,-0.40,-0.14,0.03,-0.16,2.00,10.07
15797,-0.41,-0.14,0.03,-0.17,2.03,10.10
15802,-0.42,-0.14,0.04,-0.15,1.99,10.13
15807,-0.44,-0.14,0.04,-0.16,2.02,10.19
15812,-0.46,-0.13,0.04,-0.09,1.99,10.20
15817,-0.47,-0.12,0.05,-0.03,1.94,10.18
15822,-0.49,-0.12,0.06,-0.03,1.95,10.11
15827,-0.49,-0.12,0.06,-0.02,1.87,10.04
15832,-0.50,-0.12,0.07,-0.03,1.80,10.01
15837,-0.50,-0.11,0.07,-0.11,1.78,10.00
15842,-0.50,-0.09,0.07,-0.20,1.78,10.02
15847,-0.49,-0.07,0.06,-0.18,1.76,9.97
15852,-0.48,-0.04,0.06,-0.11,1.64,9.92
15857,-0.47,-0.04,0.06,-0.14,1.61,9.92
15862,-0.46,-0.04,0.06,-0.16,1.58,9.87
15867,-0.46,-0.04,0.07,-0.19,1.58,9.89
15872,-0.45,-0.04,0.07,-0.32,1.63,9.98
15877,-0.45,-0.04,0.07,-0.31,1.57,9.99
15882,-0.46,-0.04,0.06,-0.28,1.55,10.00
15888,-0.47,-0.05,0.06,-0.26,1.52,10.05
15893,-0.48,-0.06,0.06,-0.25,1.52,10.08
15898,-0.48,-0.07,0.06,-0.20,1.50,10.05
15903,-0.49,-0.07,0.06,-0.16,1.51,10.01
15908,-0.50,-0.08,0.06,-0.13,1.50,10.04
15913,-0.50,-0.08,0.06,-0.15,1.52,10.08
15918,-0.51,-0.08,0.06,-0.16,1.51,10.06
15923,-0.51,-0.08,0.05,-0.19,1.50,10.01
15928,-0.51,-0.07,0.04,-0.18,1.45,9.97
15933,-0.51,-0.06,0.04,-0.14,1.36,9.96
15938,-0.51,-0.04,0.03,-0.12,1.29,10.01
15943,-0.51,-0.03,0.03,-0.04,1.20,10.02
15948,-0.51,-0.03,0.03,-0.05,1.17,10.07
15953,-0.50,-0.02,0.04,-0.09,1.17,10.04
15958,-0.50,-0.01,0.04,-0.15,1.14,10.00
15963,-0.49,0.00,0.04,-0.20,1.08,9.96
15968,-0.48,0.01,0.04,-0.18,1.02,9.94
15973,-0.47,0.02,0.04,-0.16,0.92,9.90
15978,-0.45,0.02,0.06,-0.17,0.82,9.88
15983,-0.44,0.02,0.06,-0.27,0.85,9.79
15988,-0.42,0.01,0.07,-0.32,0.89,9.76
15993,-0.41,0.01,0.07,-0.31,0.88,9.78
15999,-0.39,0.01,0.08,-0.29,0.82,9.70
16004,-0.37,0.00,0.08,-0.34,0.90,9.70
16009,-0.35,0.00,0.07,-0.32,0.94,9.76
16014,-0.34,0.00,0.06,-0.27,0.96,9.80
16019,-0.34,0.00,0.05,-0.26,0.96,9.82
16024,-0.34,0.00,0.04,-0.30,0.98,9.89
16029,-0.35,0.01,0.03,-0.31,0.99,10.03
16034,-0.36,0.02,0.01,-0.29,0.96,10.19
16039,-0.38,0.03,0.00,-0.13,0.89,10.22
16044,-0.40,0.04,-0.00,-0.07,0.88,10.24
16049,-0.41,0.04,0.00,-0.02,0.84,10.21
16054,-0.43,0.03,0.00,-0.06,0.84,10.17
16059,-0.45,0.01,0.00,-0.07,0.80,10.11
16064,-0.46,0.00,0.01,-0.09,0.77,10.05
16069,-0.47,-0.00,0.01,-0.11,0.72,9.99
16074,-0.47,0.00,0.02,-0.15,0.61,9.94
16079,-0.46,0.01,0.02,-0.15,0.54,9.86
16084,-0.45,0.01,0.03,-0.14,0.51,9.78
16089,-0.44,0.01,0.04,-0.11,0.50,9.74
16094,-0.43,0.01,0.04,-0.07,0.48,9.71
16099,-0.41,0.01,0.05,0.00,0.45,9.66
16104,-0.40,0.00,0.06,0.04,0.39,9.64
16109,-0.39,0.00,0.07,-0.00,0.39,9.64
16115,-0.38,0.00,0.08,-0.09,0.41,9.65
16120,-0.37,0.01,0.07,-0.14,0.42,9.66
16125,-0.37,0.01,0.07,-0.25,0.48,9.65
16130,-0.36,0.01,0.06,-0.33,0.56,9.64
16135,-0.35,0.03,0.04,-0.37,0.62,9.67
16140,-0.33,0.04,0.02,-0.35,0.61,9.74
16145,-0.32,0.06,0.01,-0.29,0.54,9.77
16150,-0.31,0.08,0.01,-0.22,0.44,9.88
16155,-0.31,0.10,0.01,-0.20,0.40,9.99
16160,-0.30,0.10,0.01,-0.20,0.40,9.99
16165,-0.30,0.11,0.00,-0.18,0.40,9.97
16170,-0.30,0.11,0.00,-0.18,0.40,9.90
16175,-0.29,0.11,0.00,-0.20,0.36,9.81
16180,-0.28,0.11,-0.00,-0.18,0.33,9.78
16185,-0.26,0.11,-0.00,-0.12,0.28,9.78
16190,-0.25,0.11,0.00,-0.09,0.26,9.80
16195,-0.24,0.12,0.00,-0.08,0.27,9.81
16200,-0.24,0.12,0.00,-0.10,0.31,9.81
16205,-0.24,0.11,0.00,-0.13,0.31,9.82
16210,-0.24,0.10,0.00,-0.12,0.33,9.85
16215,-0.24,0.07,0.00,-0.12,0.30,9.86
16220,-0.25,0.05,0.01,-0.16,0.28,9.80
16225,-0.25,0.03,0.01,-0.20,0.27,9.77
16231,-0.25,0.01,0.01,-0.22,0.23,9.76
16236,-0.25,0.01,0.00,-0.24,0.23,9.74
16241,-0.24,0.02,0.00,-0.21,0.21,9.72
16246,-0.23,0.02,-0.00,-0.18,0.21,9.74
16251,-0.22,0.02,-0.00,-0.20,0.22,9.78
16256,-0.22,0.01,-0.00,-0.23,0.22,9.80
16261,-0.22,0.00,-0.01,-0.32,0.20,9.80
16266,-0.22,0.01,-0.01,-0.34,0.18,9.80
16271,-0.21,0.01,-0.02,-0.32,0.15,9.80
16276,-0.21,0.02,-0.02,-0.33,0.12,9.78
16281,-0.20,0.02,-0.02,-0.32,0.06,9.77
16286,-0.19,0.02,-0.02,-0.33,0.05,9.75
16291,-0.18,0.02,-0.02,-0.37,0.04,9.79
16296,-0.17,0.01,-0.02,-0.38,0.03,9.80
16301,-0.17,0.01,-0.02,-0.39,0.03,9.82
16306,-0.17,-0.01,-0.02,-0.36,0.00,9.88
16311,-0.16,-0.01,-0.02,-0.32,0.02,9.93
16316,-0.16,-0.01,-0.03,-0.30,0.00,9.96
16321,-0.15,-0.01,-0.03,-0.23,-0.02,9.91
16326,-0.14,-0.00,-0.02,-0.20,-0.07,9.96
16331,-0.13,0.01,-0.02,-0.18,-0.08,9.98
16336,-0.12,0.02,-0.02,-0.16,-0.06,9.97
16341,-0.10,0.02,-0.02,-0.14,-0.04,9.94
16347,-0.09,0.01,-0.02,-0.14,-0.03,9.91
16352,-0.07,0.00,-0.02,-0.18,-0.02,9.91
16357,-0.05,-0.00,-0.02,-0.19,-0.03,9.90
16362,-0.04,-0.01,-0.02,-0.18,-0.05,9.88
16367,-0.02,-0.01,-0.02,-0.12,-0.07,9.88
16372,-0.00,-0.01,-0.02,-0.11,-0.06,9.90
16377,0.01,-0.01,-0.02,-0.11,-0.05,9.94
16382,0.02,-0.01,-0.02,-0.12,-0.05,9.97
16387,0.02,-0.01,-0.01,-0.14,-0.05,10.00
16392,0.03,-0.01,-0.01,-0.17,-0.07,10.02
16397,0.04,-0.01,-0.01,-0.18,-0.10,10.01
16402,0.04,-0.01,-0.00,-0.20,-0.14,9.98
16407,0.05,-0.01,0.00,-0.24,-0.16,9.99
16412,0.05,-0.01,0.01,-0.24,-0.15,10.01
16417,0.06,-0.01,0.01,-0.22,-0.15,10.02
16422,0.06,-0.02,0.01,-0.22,-0.14,10.02
16427,0.05,-0.02,0.02,-0.23,-0.13,10.04
16432,0.05,-0.02,0.02,-0.22,-0.11,10.06
16437,0.05,-0.02,0.01,-0.25,-0.12,10.08
16442,0.04,-0.02,0.01,-0.27,-0.10,10.06
16447,0.04,-0.02,0.01,-0.26,-0.10,10.06
16452,0.04,-0.02,0.01,-0.27,-0.08,10.03
16457,0.03,-0.02,0.01,-0.26,-0.09,9.98
16463,0.04,-0.02,0.01,-0.27,-0.09,9.93
16468,0.03,-0.02,0.01,-0.30,-0.07,9.92
16473,0.03,-0.02,0.01,-0.28,-0.07,9.94
16478,0.03,-0.02,0.00,-0.23,-0.08,9.94
16483,0.02,-0.03,-0.00,-0.18,-0.05,9.92
16488,0.02,-0.04,-0.01,-0.17,-0.01,9.91
16493,0.01,-0.05,-0.01,-0.16,0.02,9.90
16498,0.01,-0.05,-0.01,-0.18,0.02,9.86
16503,0.01,-0.06,-0.02,-0.18,0.00,9.85
16508,0.01,-0.08,-0.02,-0.19,-0.01,9.89
16513,0.01,-0.10,-0.02,-0.25,0.00,9.86
16518,0.01,-0.12,-0.03,-0.29,0.01,9.81
16523,0.02,-0.13,-0.03,-0.30,-0.01,9.79
16528,0.03,-0.15,-0.03,-0.29,-0.01,9.79
16533,0.04,-0.17,-0.03,-0.28,-0.02,9.81
16538,0.04,-0.18,-0.02,-0.27,-0.04,9.82
16543,0.05,-0.19,-0.03,-0.26,-0.06,9.84
16548,0.06,-0.20,-0.03,-0.20,-0.07,9.88
16553,0.06,-0.22,-0.03,-0.18,-0.04,9.96
16558,0.06,-0.24,-0.03,-0.14,0.01,9.94
16563,0.06,-0.25,-0.02,-0.14,0.01,9.96
16568,0.06,-0.27,-0.02,-0.08,-0.02,9.97
16574,0.06,-0.28,-0.02,-0.02,-0.05,9.97
16579,0.06,-0.29,-0.02,0.01,-0.05,9.95
16584,0.06,-0.30,-0.01,0.09,-0.03,9.94
16589,0.06,-0.31,-0.01,0.06,-0.08,9.93
16594,0.06,-0.34,-0.01,-0.10,-0.05,9.94
16599,0.05,-0.36,-0.02,-0.01,-0.02,9.98
16604,0.04,-0.38,-0.02,0.09,-0.04,10.05
16609,0.02,-0.39,-0.01,0.18,-0.03,10.11
16614,0.01,-0.41,-0.01,0.12,0.05,10.19
16619,-0.01,-0.43,-0.01,0.19,0.12,10.21
16624,-0.00,-0.46,0.00,0.20,0.10,10.21
16629,-0.01,-0.49,0.00,0.15,0.05,10.28
16634,-0.02,-0.52,-0.00,0.17,-0.06,10.24
16639,-0.03,-0.55,-0.01,0.20,-0.08,10.18
16644,-0.04,-0.58,-0.01,0.28,-0.08,10.08
16649,-0.04,-0.61,-0.02,0.30,-0.05,10.03
16654,-0.04,-0.64,-0.03,0.33,0.00,10.05
16659,-0.04,-0.66,-0.04,0.39,0.01,9.98
16664,-0.04,-0.67,-0.04,0.44,0.01,9.96
16669,-0.04,-0.68,-0.04,0.51,-0.03,9.93
16674,-0.03,-0.68,-0.05,0.50,-0.02,9.92
16679,-0.02,-0.67,-0.05,0.53,0.02,9.88
16684,-0.01,-0.66,-0.05,0.57,-0.00,9.88
16690,-0.01,-0.65,-0.05,0.56,-0.05,9.88
16695,-0.01,-0.64,-0.04,0.50,-0.04,9.86
16700,0.00,-0.63,-0.05,0.52,-0.05,9.86
16705,0.02,-0.62,-0.05,0.56,-0.06,9.85
16710,0.03,-0.63,-0.05,0.60,0.01,9.92
16715,0.04,-0.63,-0.04,0.69,-0.02,9.90
16720,0.04,-0.64,-0.03,0.63,-0.10,9.88
16725,0.04,-0.66,-0.03,0.51,-0.11,9.93
16730,0.04,-0.66,-0.04,0.47,-0.08,9.97
16735,0.04,-0.64,-0.05,0.58,-0.06,10.02
16740,0.04,-0.60,-0.05,0.71,-0.03,9.94
16745,0.06,-0.55,-0.05,0.79,0.00,9.90
16750,0.07,-0.49,-0.05,0.83,0.00,9.86
16755,0.09,-0.44,-0.05,0.85,-0.01,9.79
16760,0.10,-0.41,-0.05,0.83,0.00,9.72
16765,0.11,-0.37,-0.04,0.85,0.02,9.64
16770,0.13,-0.33,-0.04,0.94,0.00,9.60
16775,0.14,-0.29,-0.03,1.01,0.00,9.59
16780,0.15,-0.26,-0.03,1.01,-0.00,9.55
16785,0.16,-0.26,-0.04,1.03,0.02,9.56
16790,0.15,-0.28,-0.04,1.00,0.05,9.68
16795,0.13,-0.31,-0.05,1.02,0.11,9.80
16800,0.11,-0.35,-0.06,1.07,0.11,9.83
16806,0.08,-0.38,-0.06,1.13,0.11,9.91
16811,0.05,-0.40,-0.07,1.13,0.11,9.98
16816,0.04,-0.41,-0.08,1.13,0.09,10.06
16821,0.01,-0.40,-0.08,1.12,0.02,10.09
16826,-0.00,-0.37,-0.09,1.25,0.04,10.10
16831,-0.02,-0.33,-0.09,1.23,0.08,10.07
16836,-0.02,-0.30,-0.09,1.23,0.11,10.09
16841,-0.02,-0.25,-0.08,1.26,0.10,10.08
16846,-0.02,-0.19,-0.07,1.28,0.03,10.00
16851,-0.01,-0.13,-0.05,1.25,0.04,9.90
16856,0.01,-0.09,-0.04,1.21,0.02,9.79
16861,0.03,-0.05,-0.02,1.16,-0.02,9.70
16866,0.05,-0.04,-0.01,1.11,-0.08,9.66
16871,0.06,-0.03,0.00,1.06,-0.07,9.68
16876,0.06,-0.04,0.01,1.05,-0.04,9.72
16881,0.06,-0.06,0.01,1.06,-0.01,9.76
16886,0.05,-0.06,0.01,1.14,0.01,9.78
16891,0.05,-0.08,0.00,1.17,0.03,9.79
16896,0.05,-0.13,-0.00,1.16,0.03,9.88
16901,0.05,-0.18,-0.01,1.17,0.06,9.97
16906,0.04,-0.20,-0.01,1.22,0.07,10.02
16911,0.03,-0.20,-0.01,1.27,0.06,10.00
16917,0.04,-0.18,-0.02,1.30,0.05,9.94
16922,0.06,-0.15,-0.02,1.29,0.07,9.93
16927,0.07,-0.12,-0.02,1.30,0.10,9.97
16932,0.07,-0.10,-0.03,1.27,0.09,9.97
16937,0.07,-0.06,-0.03,1.30,0.10,9.93
16942,0.07,-0.02,-0.03,1.30,0.07,9.81
